Affected user,Time,User full name,Event context,Component,Event name,Description,IP address,Origin
-,"30 Jul, 09:36",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"13 Jun, 08:32",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"7 May, 09:50",UVYjFDfC,Course: myCourseName,User report,Grade user report viewed,The user with id 'x' viewed the user report in the gradebook.,10.30.0.20,web
-,"7 May, 09:50",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"15 Apr, 06:57",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"15 Apr, 06:57",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"13 Apr, 15:53",UVYjFDfC,Course: myCourseName,System,Course user report viewed,The user with id 'x' viewed the user report for the course with id 'x' for user with id 'x9'.,10.30.0.20,web
-,"10 Apr, 20:01",UVYjFDfC,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"10 Apr, 20:01",UVYjFDfC,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"10 Apr, 20:01",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"10 Apr, 19:51",UVYjFDfC,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 19:51",UVYjFDfC,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 19:51",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Apr, 18:05",UVYjFDfC,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 18:05",UVYjFDfC,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 18:05",UVYjFDfC,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 18:04",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"28 Mar, 14:30",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"21 Mar, 09:35",UVYjFDfC,Quiz: Very Late MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:35",UVYjFDfC,Quiz: Very Late MCQ,Quiz,Quiz attempt reviewed,The user with id 'x' has had their attempt with id 'x2' reviewed by the user with id 'x9' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:35",UVYjFDfC,Quiz: Very Late MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x' has viewed the summary for the attempt with id 'x2' belonging to the user with id 'x9' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:17",UVYjFDfC,Quiz: Very Late MCQ,Quiz,Quiz attempt viewed,The user with id 'x' has viewed the attempt with id 'x2' belonging to the user with id 'x9' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:16",UVYjFDfC,Quiz: Very Late MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:16",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 09:01",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"21 Mar, 07:48",UVYjFDfC,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"21 Mar, 07:47",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"20 Mar, 07:56",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"20 Mar, 06:33",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"18 Mar, 08:16",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 10:08",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:00",UVYjFDfC,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:00",UVYjFDfC,File: Lab 6 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:00",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:00",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:00",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 08:59",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 08:59",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 08:59",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 08:59",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 08:59",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"9 Mar, 08:05",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"9 Mar, 08:05",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"3 Mar, 11:47",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"3 Mar, 11:46",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"3 Mar, 11:46",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"28 Feb, 11:57",UVYjFDfC,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 11:57",UVYjFDfC,File: Lab 4 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 11:57",UVYjFDfC,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 11:56",UVYjFDfC,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 11:56",UVYjFDfC,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 11:54",UVYjFDfC,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 11:48",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"28 Feb, 10:52",UVYjFDfC,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:52",UVYjFDfC,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:52",UVYjFDfC,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:51",UVYjFDfC,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:51",UVYjFDfC,File: Lab 4 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:51",UVYjFDfC,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:51",UVYjFDfC,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Feb, 10:49",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"27 Feb, 13:23",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"27 Feb, 13:23",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"27 Feb, 13:23",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"27 Feb, 13:23",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"27 Feb, 13:23",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"10 Feb, 05:22",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"6 Feb, 19:53",UVYjFDfC,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 19:53",UVYjFDfC,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 19:53",UVYjFDfC,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 19:52",UVYjFDfC,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 19:52",UVYjFDfC,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 19:52",UVYjFDfC,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 19:52",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Feb, 18:19",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 11:40",UVYjFDfC,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 11:40",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 09:00",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 08:56",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"31 Jan, 07:42",UVYjFDfC,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"31 Jan, 07:41",UVYjFDfC,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"31 Jan, 07:41",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 10:08",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 06:30",UVYjFDfC,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 06:30",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 06:30",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 06:30",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"28 Jan, 11:42",UVYjFDfC,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"26 Jan, 15:08",UVYjFDfC,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"26 Jan, 15:08",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"23 Jan, 11:36",UVYjFDfC,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"23 Jan, 11:36",UVYjFDfC,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 11:10",5hs2FHL6,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 11:09",5hs2FHL6,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:55",5hs2FHL6,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 06:03",5hs2FHL6,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 06:03",5hs2FHL6,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 06:02",5hs2FHL6,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 06:01",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 05:45",5hs2FHL6,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 05:28",5hs2FHL6,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 05:20",5hs2FHL6,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 05:19",5hs2FHL6,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 05:18",5hs2FHL6,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 04:16",5hs2FHL6,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 00:50",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 20:37",5hs2FHL6,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 20:37",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 11:23",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 11:10",5hs2FHL6,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x6' in the forum with course module id 'x'.,10.30.0.20,web
-,"9 May, 14:26",5hs2FHL6,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 14:26",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 14:26",5hs2FHL6,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x6' in the forum with course module id 'x'.,10.30.0.20,web
-,"9 May, 12:40",5hs2FHL6,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 12:40",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Apr, 11:36",5hs2FHL6,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:36",5hs2FHL6,Assignment: Group 4 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x18' for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:35",5hs2FHL6,Assignment: Group 4 Practical Test,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:27",5hs2FHL6,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:14",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Apr, 11:03",5hs2FHL6,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:03",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Apr, 09:49",5hs2FHL6,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 09:47",5hs2FHL6,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 09:47",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 09:28",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Quiz attempt reviewed,The user with id 'x' has had their attempt with id 'x3' reviewed by the user with id 'x7' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:28",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x' has viewed the summary for the attempt with id 'x3' belonging to the user with id 'x7' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:24",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Quiz attempt viewed,The user with id 'x' has viewed the attempt with id 'x3' belonging to the user with id 'x7' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:24",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x' has viewed the summary for the attempt with id 'x3' belonging to the user with id 'x7' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:22",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Quiz attempt viewed,The user with id 'x' has viewed the attempt with id 'x3' belonging to the user with id 'x7' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:21",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:21",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 09:21",5hs2FHL6,Assignment: Late Labs 1 - 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:21",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 09:21",5hs2FHL6,Quiz: Very Late MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:21",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 18:40",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 11:12",5hs2FHL6,File: Lab 6 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 11:12",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 14:00",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 13:59",5hs2FHL6,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 13:59",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 13:59",5hs2FHL6,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 13:59",5hs2FHL6,Assignment: Lab 2 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x76' for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 13:59",5hs2FHL6,Assignment: Lab 2 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 13:58",5hs2FHL6,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 13:58",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 11:13",5hs2FHL6,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 11:06",5hs2FHL6,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 11:06",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 11:06",5hs2FHL6,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 11:05",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"29 Jan, 19:36",5hs2FHL6,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 19:35",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"29 Jan, 12:57",5hs2FHL6,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:57",5hs2FHL6,Assignment: Lab 1 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x23' for the assignment with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:56",5hs2FHL6,Assignment: Lab 1 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:55",5hs2FHL6,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:55",5hs2FHL6,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:55",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"28 Jan, 11:55",5hs2FHL6,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 11:55",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Jan, 17:06",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Jan, 17:06",5hs2FHL6,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x8' in the forum with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 17:06",5hs2FHL6,Forum: News forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 17:06",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
